cooperative_id,name,desa,kecamatan,latitude,longitude,potensi,usaha,jenis_koperasi,rata_jarak_antar_kopdes_m,kepadatan_jaringan_jalan,jarak_ke_jln_utama_m
57512,KOPERASI KELURAHAN MERAH PUTIH JETIS KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,JETIS,SUKOHARJO,-7.6871204,110.824905,-,GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH JETIS KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,Kantor Koperasi,10123.69803311784,0.0,580.8236967301228
58050,KOPERASI KELURAHAN MERAH PUTIH BULAKAN KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,BULAKAN,SUKOHARJO,-7.67643913,110.7898907,-,"GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH BULAKAN KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI KELURAHAN MERAH PUTIH BULAKAN KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO","Kantor Koperasi, Pengadaan Sembako",10583.674153808011,0.014214751854914094,
61826,KOPERASI KELURAHAN MERAH PUTIH SUKOHARJO KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,SUKOHARJO,SUKOHARJO,-7.67138826,110.8245617,-,"Koperasi Kelurahan Merah Putih Sukoharjo, Gerai Sembako (Embrio KopHub)","Kantor Koperasi, Pengadaan Sembako",9905.726221591642,0.007778038942151985,1374.1679453543832
66646,KOPERASI KELURAHAN MERAH PUTIH COMBONGAN KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,COMBONGAN,SUKOHARJO,-7.68344258,110.8140723,-,GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH COMBONGAN KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,Kantor Koperasi,10119.699616269983,0.0,175.9247432604428
32518,KOPERASI DESA MERAH PUTIH CEMANI KECAMATAN GROGOL KABUPATEN SUKOHARJO,CEMANI,GROGOL,-7.58244528,110.8057663,-,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH CEMANI KECAMATAN GROGOL KABUPATEN SUKOHARJO,Kantor Koperasi,12452.238568195808,0.02483786365836997,450.18463546864473
36810,KOPERASI DESA MERAH PUTIH LANGENHARJO KECAMATAN GROGOL KABUPATEN SUKOHARJO,LANGENHARJO,GROGOL,-7.61261159,110.8107079,"Padi, Sapi, Kambing",-,Pengadaan Sembako,10784.438764744564,0.022190502616671416,287.57834881650103
38321,KOPERASI DESA MERAH PUTIH BANARAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,BANARAN,GROGOL,-7.57719605,110.7942842,Padi,"GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH BANARAN KECAMATAN GROGOL KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI DESA MERAH PUTIH BANARAN KECAMATAN GROGOL KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi",12928.54270839149,0.021222999717615786,749.8729798473786
47164,KOPERASI DESA MERAH PUTIH PONDOK KECAMATAN GROGOL KABUPATEN SUKOHARJO,PONDOK,GROGOL,-7.6220637,110.7970056,"Pertanian Padi, Umkm Makanan Siap Saji, Pembuatan Batu Bata Batu Merah, Jagung Pakan, Umkm Pembuatan Tempe, Pengrajin, Pabrik Pembuatan Roti, Konveksi",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PONDOK KECAMATAN GROGOL KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",10649.128352804304,0.014196974247770729,2040.0216650210205
47221,KOPERASI DESA MERAH PUTIH PARANGJORO KECAMATAN GROGOL KABUPATEN SUKOHARJO,PARANGJORO,GROGOL,-7.6365314,110.8067035,"Pisang, Melon",Gerai Koperasi Desa Merah Putih Parangjoro,"Pengadaan Sembako, Kantor Koperasi",10182.97605233137,0.010903129010331759,2178.6021415540463
47269,KOPERASI DESA MERAH PUTIH PANDEYAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,PANDEYAN,GROGOL,-7.63228,110.837331,"Kebun Jagung, Peternakan Sapi, Perikanan, Pedagang Umkm, Padi","KIOS PANGAN MURAH KOPERASI DESA MERAH PUTIH PANDEYAN KECAMATAN GROGOL KABUPATEN SUKOHARJO, Koperasi desa merah putih pandeyan","Pengadaan Sembako, Kantor Koperasi",10309.33348061131,0.014959078143469685,1124.086776454228
47972,KOPERASI DESA MERAH PUTIH TELUKAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,TELUKAN,GROGOL,-7.62107865,110.8237961,"Sapi, Tanaman Obat, Perikanan, Padi, Kambing","UNIT USAHA LAINNYA KOPERASI DESA MERAH PUTIH TELUKAN KECAMATAN GROGOL KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI DESA MERAH PUTIH TELUKAN KECAMATAN GROGOL KABUPATEN SUKOHARJO, KDMP TELUKAN, GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH TELUKAN KECAMATAN GROGOL KABUPATEN SUKOHARJO, GERAI GAS ELPIJI 3 KG, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH TELUKAN KECAMATAN GROGOL KABUPATEN SUKOHARJO","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi",10487.798133601606,0.018901546619084227,242.92610577774545
56628,KOPERASI DESA MERAH PUTIH KADOKAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,KADOKAN,GROGOL,-7.59833659,110.82815167,"Padi, Kambing, Sapi","UNIT USAHA LAINNYA KOPERASI DESA MERAH PUTIH KADOKAN KECAMATAN GROGOL KABUPATEN SUKOHARJO, Kantor Koperasi, Laku Pandai","Pengadaan Sembako, Kantor Koperasi",11545.52827563277,0.019048048744200317,825.722355083327
56648,KOPERASI DESA MERAH PUTIH KWARASAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,KWARASAN,GROGOL,-7.59320981,110.809563,"Kambing, Padi, Perdagangan","APOTEK KDMP DESA KWARASAN, GERAI KELONTONG, KANTOR KDMP DESA KWARASAN","Pengadaan Sembako, Apotek Desa/Kelurahan, Kantor Koperasi",11741.43725284514,0.0230162875882003,
56667,KOPERASI DESA MERAH PUTIH SANGGRAHAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,SANGGRAHAN,GROGOL,-7.5910939,110.799413,"Padi, Umkm Pembuatan Tempe",-,Pengadaan Sembako,11937.255547546903,0.01979414483572309,593.7898703068688
56670,KOPERASI DESA MERAH PUTIH MANANG KECAMATAN GROGOL KABUPATEN SUKOHARJO,MANANG,GROGOL,-7.59033611,110.7904083,Padi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH MANANG KECAMATAN GROGOL KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",12124.20652628631,0.020864245377293485,
58002,KOPERASI DESA MERAH PUTIH MADEGONDO KECAMATAN GROGOL KABUPATEN SUKOHARJO,MADEGONDO,GROGOL,-7.60090404,110.8140895,"Sapi, Kambing",Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi",11305.679437316958,0.026121604246250336,2.7124674397492154
58687,KOPERASI DESA MERAH PUTIH GEDANGAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,GEDANGAN,GROGOL,-7.60549058,110.8012698,"Sapi, Kambing, Domba, Ayam, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH GEDANGAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,Kantor Koperasi,11162.334637276004,0.020766314157710176,
58714,KOPERASI DESA MERAH PUTIH GROGOL KECAMATAN GROGOL KABUPATEN SUKOHARJO,GROGOL,GROGOL,-7.6042816,110.8128074,Ayam,Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi",11136.542580803514,0.026306434064761818,2.5114407125443305
32762,KOPERASI DESA MERAH PUTIH DALEMAN KECAMATAN NGUTER KABUPATEN SUKOHARJO,DALEMAN,NGUTER,-7.72701493,110.8586979,"Padi, Kambing, Ayam, Bebek, Itik",Koperasi Desa Merah Putih Daleman,"Pengadaan Sembako, Kantor Koperasi",12101.398955458671,0.010336887553799412,
36838,KOPERASI DESA MERAH PUTIH KEPUH KECAMATAN NGUTER KABUPATEN SUKOHARJO,KEPUH,NGUTER,-7.71453939,110.8595946,Padi,Kantor Koperasi Desa Meras Putih,"Pengadaan Sembako, Kantor Koperasi",11544.76834703648,0.0099062429256825,
36937,KOPERASI DESA MERAH PUTIH LAWU KECAMATAN NGUTER KABUPATEN SUKOHARJO,LAWU,NGUTER,-7.7345414,110.8504325,"Padi, Sapi, Kambing, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH LAWU KECAMATAN NGUTER KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",12290.69065423046,0.011380265980424676,
37031,KOPERASI DESA MERAH PUTIH PONDOK KECAMATAN NGUTER KABUPATEN SUKOHARJO,PONDOK,NGUTER,-7.71468952,110.8393698,"Padi, Domba, Bebek, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PONDOK KECAMATAN NGUTER KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",11082.108996375762,0.011236237123124233,673.2752339621507
38425,KOPERASI DESA MERAH PUTIH CELEP KECAMATAN NGUTER KABUPATEN SUKOHARJO,CELEP,NGUTER,-7.73391904,110.9161775,Padi,KANTOR KOPERASI DESA MERAH PUTIH CELEP KECAMATAN NGUTER KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",15481.549850484464,0.008931714927438793,
41729,KOPERASI DESA MERAH PUTIH PENGKOL KECAMATAN NGUTER KABUPATEN SUKOHARJO,PENGKOL,NGUTER,-7.74270029,110.9046458,Kambing,Kantor Koperasi Desa Merah Putih Pengkol Kecamatan Nguter Kabupaten Sukoharjo,"Kantor Koperasi, Pengadaan Sembako",15200.967878521198,0.010420386603143145,
43877,KOPERASI DESA MERAH PUTIH TANJUNG KECAMATAN NGUTER KABUPATEN SUKOHARJO,TANJUNG,NGUTER,-7.7221339,110.8286704,"Ikan Lele, Alpukat, Melon, Kambing, Itik, Sayuran Cabai Tomat Terong Hidroponik, Padi",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH TANJUNG KECAMATAN NGUTER KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",11329.737484631843,0.01244194404240664,
44790,KOPERASI DESA MERAH PUTIH GUPIT KECAMATAN NGUTER KABUPATEN SUKOHARJO,GUPIT,NGUTER,-7.73988395,110.8903058,Padi,-,Pengadaan Sembako,14195.389214014178,0.010820947763916827,
50138,KOPERASI DESA MERAH PUTIH BARAN KECAMATAN NGUTER KABUPATEN SUKOHARJO,BARAN,NGUTER,-7.74310292,110.8590439,"Padi, Perikanan",GERAI KANTOR KOPERASI DESA MERAH PUTIH BARAN KECAMATAN NGUTER KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",13053.041430501042,0.009004923018162202,
52750,KOPERASI DESA MERAH PUTIH JURON KECAMATAN NGUTER KABUPATEN SUKOHARJO,JURON,NGUTER,-7.72361057,110.9304148,Padi,Gerai Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi",16081.837554942518,0.00788738475425384,
52826,KOPERASI DESA MERAH PUTIH NGUTER KECAMATAN NGUTER KABUPATEN SUKOHARJO,NGUTER,NGUTER,-7.74226607,110.873273,"Padi, Kambing, Ayam, Perikanan",Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi",13522.108680820682,0.011060517333555333,
52884,KOPERASI DESA MERAH PUTIH PLESAN KECAMATAN NGUTER KABUPATEN SUKOHARJO,PLESAN,NGUTER,-7.72090826,110.8956272,Padi,"GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH PLESAN KECAMATAN NGUTER KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PLESAN KECAMATAN NGUTER KABUPATEN SUKOHARJO","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi",13508.625841506326,0.007761550490047665,
52949,KOPERASI DESA MERAH PUTIH KEDUNGWINONG KECAMATAN NGUTER KABUPATEN SUKOHARJO,KEDUNGWINONG,NGUTER,-7.72337642,110.8766394,"Padi, Jagung, Tomat, Pisang, Mangga, Alpukat, Melon, Bebek, Itik",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KEDUNGWINONG KECAMATAN NGUTER KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",12615.860679426734,0.010544632501017264,
56622,KOPERASI DESA MERAH PUTIH TANJUNGREJO KECAMATAN NGUTER KABUPATEN SUKOHARJO,TANJUNGREJO,NGUTER,-7.76556664,110.9323394,Perikanan,KANTOR KOPERASI DESA MERAH PUTIH TANJUNGREJO KECAMATAN NGUTER KABUPATEN SUKOHARJO,Kantor Koperasi,18575.181966535307,0.007401440149610219,
56645,KOPERASI DESA MERAH PUTIH SERUT KECAMATAN NGUTER KABUPATEN SUKOHARJO,SERUT,NGUTER,-7.73890569,110.9329146,Padi,Kantor Koperasi Desa Merah Putih Serut Kecamatan Nguter Kabupaten Sukoharjo,"Pengadaan Sembako, Kantor Koperasi",17007.733322600612,0.00863988205758777,
56672,KOPERASI DESA MERAH PUTIH JANGGLENGAN KECAMATAN NGUTER KABUPATEN SUKOHARJO,JANGGLENGAN,NGUTER,-7.75343957,110.9219798,"Padi, Jagung, Cabai",KANTOR KOPERASI KOPERASI DESA MERAH PUTIH JANGGLENGAN KECAMATAN NGUTER KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",17026.146555168958,0.007126296267091811,
36906,KOPERASI KELURAHAN MERAH PUTIH JOMBOR KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,JOMBOR,BENDOSARI,-7.66871375,110.8402071,Sarana Olahraga,Kantor Koperasi Kelurahan Merah Putih Jombor,Kantor Koperasi,10010.581335948717,0.019942556820156283,
48639,KOPERASI DESA MERAH PUTIH MOJOREJO KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,MOJOREJO,BENDOSARI,-7.701195,110.916573,Padi,Kantor Koperasi Desa Merah Putih Mojorejo,"Pengadaan Sembako, Kantor Koperasi",14229.490052072904,0.008117981168200826,
49499,KOPERASI DESA MERAH PUTIH SUGIHAN KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,SUGIHAN,BENDOSARI,-7.67249032,110.8668773,"Padi, Kambing",Kantor KDMP Sugihan,"Pengadaan Sembako, Kantor Koperasi",10798.194487296709,0.008779801534257578,
50292,KOPERASI DESA MERAH PUTIH MERTAN KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,MERTAN,BENDOSARI,-7.6864136,110.8932085,"Padi, Jagung",Kantor Koperasi Desa Merah Putih Mertan,"Pengadaan Sembako, Kantor Koperasi",12318.478300049706,0.008072793896758175,
55399,KOPERASI DESA MERAH PUTIH GENTAN KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,GENTAN,BENDOSARI,-7.655628,110.855268,"Padi, Jagung, Kedelai, Ubi Kayu, Ubi Jalar, Kacang Tanah, Kacang Hijau, Cabai, Bawang, Tomat, Pisang, Mangga, Alpukat, Melon, Tanaman Obat, Sapi, Kerbau, Kambing, Ayam, Bebek, Itik, Perikanan",Kantor Koperasi Desa Merah Putih Gentan Kecamatan Bendosari Kabupaten Sukoharjo,"Pengadaan Sembako, Kantor Koperasi",10379.176424499336,0.010700149162110078,
58658,KOPERASI DESA MERAH PUTIH SIDOREJO KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,SIDOREJO,BENDOSARI,-7.65823375,110.8440503,"Padi, Kambing, Itik",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH SIDOREJO KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",10074.189749322284,0.010469387227022278,
63262,KOPERASI DESA MERAH PUTIH TORIYO KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,TORIYO,BENDOSARI,-7.67896133,110.8574033,"Padi, Ubi Jalar, Perikanan",Kantor Koperasi Desa Merah Putih Toriyo Kecamatan Bendosari Kabupaten Sukoharjo,"Pengadaan Sembako, Kantor Koperasi",10511.518849140137,0.010622844423151484,
65294,KOPERASI DESA MERAH PUTIH PUHGOGOR KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,PUHGOGOR,BENDOSARI,-7.702989,110.936871,Padi,Koperasi Desa Merah Putih Puhgogor,"Pengadaan Sembako, Kantor Koperasi",15922.198275939116,0.006267387968806642,
65371,KOPERASI DESA MERAH PUTIH MULUR KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,MULUR,BENDOSARI,-7.6962647,110.8746698,"Padi, Ayam, Bimbingan Belajar Les Privat, Ikan Nila Bawal Lele Gurame Dan Mujair, Peternakan Sapi, Aneka Buah Buahan, Wisata Rekreasi Air, Sayur Sayuran, Umkm Lokal, Peternakan Kambing","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH MULUR KECAMATAN BENDOSARI KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI DESA MERAH PUTIH MULUR KECAMATAN BENDOSARI KABUPATEN SUKOHARJO, KIOS PUPUK","Pengadaan Sembako, Kantor Koperasi",11524.620325012913,0.0,
65373,KOPERASI DESA MERAH PUTIH JAGAN KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,JAGAN,BENDOSARI,-7.70631764,110.8834653,"Padi, Jagung, Kacang Tanah, Sapi, Kambing, Ayam, Bebek",kantor kopersi,"Pengadaan Sembako, Kantor Koperasi",12257.182136130545,0.005954139209813173,
65380,KOPERASI DESA MERAH PUTIH MANISHARJO KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,MANISHARJO,BENDOSARI,-7.71195089,110.9104923,Padi,Kantor Koperasi Desa Merah Putih Manisharjo,"Pengadaan Sembako, Kantor Koperasi",14118.69306796604,0.006770734574927931,
65381,KOPERASI DESA MERAH PUTIH CABEYAN KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,CABEYAN,BENDOSARI,-7.7125952,110.9338467,"Padi, Jagung, Kedelai, Ubi Kayu, Ubi Jalar, Kacang Tanah, Kacang Hijau, Cabai, Bawang, Tomat, Pisang, Mangga, Alpukat, Melon, Tanaman Obat, Sapi, Kambing, Ayam, Bebek, Itik, Perikanan",KDMP CABEYAN,Pengadaan Sembako,15948.440797234322,0.008151018551287841,
69987,KOPERASI DESA MERAH PUTIH PALUHOMBO KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,PALUHOMBO,BENDOSARI,-7.68854226,110.9397204,"Jagung, Ayam",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PALUHOMBO KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",15878.821635594042,0.006316379043389189,
70912,KOPERASI DESA MERAH PUTIH BENDOSARI KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,BENDOSARI,BENDOSARI,-7.681102,110.92712,"Padi, Jagung, Sapi",-,Pengadaan Sembako,14700.31665743786,0.004518084158295002,
41703,KOPERASI DESA MERAH PUTIH KERTONATAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,KERTONATAN,KARTASURA,-7.54730203,110.7206937,"Perikanan, Padi, Jagung, Ubi Kayu, Ubi Jalar, Kacang Tanah, Cabai, Bawang, Tomat, Pisang, Mangga, Tanaman Obat, Kambing, Domba, Ayam, Bebek, Itik","GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH KERTONATAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO, Kantor Koperasi, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KERTONATAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi",18363.290263333463,0.014675021584138132,
47610,KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO,KARTASURA,KARTASURA,-7.55500594,110.740526,-,"UNIT USAHA LAINNYA KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI APOTEK KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI KLINIK KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI SIMPAN PINJAM KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI COLD STORAGE/COLD CHAIN KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO","Apotek Desa/Kelurahan, Klinik Desa/Kelurahan, Pengadaan Sembako, Usaha Simpan Pinjam, Pergudangan / Cold Storage, Kantor Koperasi",16510.251918054277,0.023122883202885525,
52844,KOPERASI KELURAHAN MERAH PUTIH NGADIREJO KECAMATAN KARTASURA KABUPATEN SUKOHARJO,NGADIREJO,KARTASURA,-7.56154856,110.7497162,-,Kantor KKMP,Kantor Koperasi,15524.955245818195,0.022982467162793275,
55315,KOPERASI DESA MERAH PUTIH PUCANGAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,PUCANGAN,KARTASURA,-7.5540033,110.7325987,Padi,Kantor KDMP,"Pengadaan Sembako, Kantor Koperasi",17060.260350225428,0.023572031184686305,
55338,KOPERASI DESA MERAH PUTIH NGABEYAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,NGABEYAN,KARTASURA,-7.5440964,110.7363947,"Padi, Jagung, Kacang Hijau, Cabai, Tanaman Obat, Kerbau, Ayam, Bebek, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH NGABEYAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",17623.741836105764,0.020503705318509688,
55458,KOPERASI DESA MERAH PUTIH GUMPANG KECAMATAN KARTASURA KABUPATEN SUKOHARJO,GUMPANG,KARTASURA,-7.56805313,110.75956,Padi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH GUMPANG KECAMATAN KARTASURA KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",14588.264911504191,0.020831653628047123,
55475,KOPERASI DESA MERAH PUTIH WIROGUNAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,WIROGUNAN,KARTASURA,-7.5431024,110.7276703,"Padi, Jagung, Ubi Jalar, Kacang Tanah, Cabai, Bawang, Pisang, Tanaman Obat, Kambing, Domba, Ayam, Bebek, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH WIROGUNAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",18230.313979792445,0.019073367112547375,
